,movieId,title,genres,year
4361,5880,extremeops,Action|Adventure|Crime|Thriller,2002
4363,5882,treasureplanet,Adventure|Animation|Children|Sci-Fi|IMAX,2002
4364,5883,they,Horror|Thriller,2002
4369,5900,analyzethat,Comedy|Crime,2002
4372,5903,equilibrium,Action|Sci-Fi|Thriller,2002
4379,5918,aloneinthedark,Horror,1982
4388,5941,drumline,Comedy|Drama|Musical|Romance,2002
4390,5943,maidinmanhattan,Comedy|Romance,2002
4391,5944,startrek:nemesis,Action|Drama|Sci-Fi|Thriller,2002
4392,5945,aboutschmidt,Comedy|Drama,2002
4396,5954,25thhour,Crime|Drama,2002
4397,5955,antwonefisher,Drama,2002
4398,5956,gangsofnewyork,Crime|Drama,2002
4399,5957,twoweeksnotice,Comedy|Romance,2002
4401,5959,narc,Crime|Drama|Thriller,2002
4410,5970,mygirl,Comedy|Drama|Romance,1991
4417,5989,catchmeifyoucan,Crime|Drama,2002
4418,5991,chicago,Comedy|Crime|Drama|Musical,2002
4420,5993,max,Drama,2002
4421,5994,nicholasnickleby,Drama|Romance,2002
4425,6003,confessionsofadangerousmind,Comedy|Crime|Drama|Thriller,2002
4427,6006,justmarried,Comedy|Romance,2003
4430,6013,kangaroojack,Action|Comedy,2003
4443,6040,darknessfalls,Horror|Thriller,2003
4449,6058,finaldestination2,Horror|Thriller,2003
4453,6063,may,Drama|Horror,2002
4457,6078,firefox,Action|Sci-Fi|Thriller,1982
4487,6155,howtoloseaguyin10days,Comedy|Romance,2003
4488,6156,shanghaiknights,Action|Adventure|Comedy,2003
4490,6159,alltherealgirls,Drama|Romance,2003
4491,6162,gerry,Adventure|Drama,2002
4500,6185,darkblue,Action|Crime|Drama|Thriller,2003
4501,6186,godsandgenerals,Action|Drama|War,2003
4503,6188,oldschool,Comedy,2003
4505,6197,spider,Drama|Mystery,2002
4512,6212,bringingdownthehouse,Comedy,2003
4513,6213,tearsofthesun,Action|Drama|Thriller,2003
4517,6218,benditlikebeckham,Comedy|Drama|Romance,2002
4519,6223,spun,Comedy|Crime|Drama,2001
4537,6245,sweetcharity,Comedy|Drama|Musical|Romance,1969
4539,6249,boattrip,Comedy,2003
4547,6263,basic,Drama|Thriller|War,2003
4549,6265,headofstate,Comedy,2003
4550,6266,whatagirlwants,Comedy|Drama|Romance,2003
4551,6268,raisingvictorvargas,Comedy|Drama|Romance,2002
4557,6281,phonebooth,Drama|Thriller,2002
4559,6284,dysfunktionalfamily,Comedy|Documentary,2003
4562,6290,houseof1000corpses,Horror,1000
4564,6294,bulletproofmonk,Action|Adventure|Sci-Fi,2003
4567,6297,holes,Adventure|Children|Comedy|Mystery,2003
4568,6298,malibu'smostwanted,Comedy|Crime,2003
4571,6301,strawdogs,Drama|Thriller,1971
4576,6308,legaleagles,Comedy|Crime|Romance,1986
4581,6322,confidence,Crime|Thriller,2003
4582,6323,identity,Crime|Horror|Mystery|Thriller,2003
4589,6337,owningmahowny,Crime|Drama|Thriller,2003
4590,6338,daddydaycare,Children|Comedy,2003
4608,6373,brucealmighty,Comedy|Drama|Fantasy|Romance,2003
4610,6377,findingnemo,Adventure|Animation|Children|Comedy,2003
4612,6379,wrongturn,Horror|Thriller,2003
4616,6385,whalerider,Drama,2002
4667,6482,dumbanddumberer:whenharrymetlloyd,Comedy,2003
4668,6484,hollywoodhomicide,Action|Crime|Drama,2003
4671,6502,28dayslater,Action|Horror|Sci-Fi,2002
4672,6503,charlie'sangels:fullthrottle,Action|Adventure|Comedy|Crime|Thriller,2003
4679,6518,flightoftheintruder,Action|War,1991
4688,6534,hulk,Action|Adventure|Sci-Fi,2003
4689,6535,"legallyblonde2:red,white&blonde",Comedy,2003
4690,6536,sinbad:legendofthesevenseas,Adventure|Animation|Children|Fantasy,2003
4691,6537,terminator3:riseofthemachines,Action|Adventure|Sci-Fi,2003
4692,6538,swimmingpool,Drama|Mystery|Thriller,2003
4693,6539,piratesofthecaribbean:thecurseoftheblackpearl,Action|Adventure|Comedy|Fantasy,2003
4695,6547,northfork,Drama|Fantasy,2003
4696,6548,badboysii,Action|Comedy|Crime|Thriller,2003
4697,6550,johnnyenglish,Action|Comedy|Thriller,2003
4698,6552,dirtyprettythings,Crime|Drama|Thriller,2002
4702,6564,laracrofttombraider:thecradleoflife,Action|Adventure|Comedy|Romance|Thriller,2003
4703,6565,seabiscuit,Drama,2003
4704,6566,spykids3-d:gameover,Action|Adventure|Children,2003
4712,6587,gigli,Comedy|Crime|Romance,2003
4716,6595,s.w.a.t.,Action|Thriller,2003
4727,6615,freddyvs.jason,Action|Horror|Thriller,2003
4728,6617,openrange,Western,2003
4730,6620,americansplendor,Comedy|Drama,2003
4731,6624,agentcodybanks,Action|Adventure|Children|Fantasy,2003
4745,6659,tremors,Comedy|Horror|Sci-Fi,1990
4748,6664,commando,Action|Adventure,1985
4760,6695,jeeperscreepers2,Horror|Thriller,2003
4763,6707,cabinfever,Horror|Thriller,2002
4765,6709,onceuponatimeinmexico,Action|Adventure|Crime|Thriller,2003
4767,6711,lostintranslation,Comedy|Drama|Romance,2003
4777,6731,dayofthedead,Horror|Sci-Fi|Thriller,1985
4785,6753,secondhandlions,Children|Comedy|Drama,2003
4787,6755,bubbaho-tep,Comedy|Horror,2002
4791,6763,duplex,Comedy|Crime,2003
4793,6765,underthetuscansun,Comedy|Drama|Romance,2003
4795,6769,mamboitaliano,Comedy,2003
4796,6770,mylifewithoutme,Drama|Romance,2003
4800,6774,videodrome,Fantasy|Horror|Sci-Fi|Thriller,1983
4802,6777,judgmentatnuremberg,Drama,1961
4815,6796,boyznthehood,Crime|Drama,1991
4824,6811,pcu,Comedy,1994
4842,6852,incoldblood,Crime|Drama,1967
4846,6862,outoftime,Crime|Drama|Thriller,2003
4847,6863,schoolofrock,Comedy|Musical,2003
4852,6870,mysticriver,Crime|Drama|Mystery,2003
4854,6873,intolerablecruelty,Comedy|Romance,2003
4855,6874,killbill:vol.1,Action|Crime|Thriller,2003
4860,6881,piecesofapril,Comedy|Drama,2003
4862,6884,veronicaguerin,Crime|Drama|Thriller,2003
4863,6885,inthecut,Crime|Drama|Mystery|Romance|Thriller,2003
4864,6887,radio,Drama,2003
4865,6888,scarymovie3,Comedy|Horror,2003
4879,6932,shatteredglass,Crime|Drama,2003
4882,6936,elf,Children|Comedy|Fantasy,2003
4884,6942,loveactually,Comedy|Drama|Romance,2003
4887,6947,masterandcommander:thefarsideoftheworld,Adventure|Drama|War,2003
4890,6952,gothika,Horror|Thriller,2003
4891,6953,21grams,Crime|Drama|Mystery|Romance|Thriller,2003
4893,6957,badsanta,Comedy|Crime,2003
4895,6959,timeline,Action|Adventure|Sci-Fi,2003
4903,6975,funnygames,Drama|Horror|Thriller,1997
4905,6978,slacker,Comedy|Drama,1991
4906,6979,wargames,Drama|Sci-Fi|Thriller,1983
4920,6997,hoffa,Crime|Drama,1992
4922,7000,hudsonhawk,Action|Adventure|Comedy,1991
4926,7004,kindergartencop,Action|Comedy|Crime|Thriller,1990
4944,7027,silverado,Action|Western,1985
4972,7070,redriver,Action|Adventure|Western,1948
4981,7080,42ndstreet,Drama|Musical|Romance,1933
4999,7104,1941,Comedy|War,1941
5019,7142,honey,Drama|Romance,2003
5021,7147,bigfish,Drama|Fantasy|Romance,2003
5022,7149,something'sgottagive,Comedy|Drama|Romance,2003
5023,7150,stuckonyou,Comedy,2003
5024,7151,girlwithapearlearring,Drama|Romance,2003
5027,7154,monalisasmile,Drama|Romance,2003
5030,7158,houseofsandandfog,Drama,2003
5031,7160,monster,Crime|Drama,2003
5033,7162,coldmountain,Drama|Romance|War,2003
5034,7163,paycheck,Action|Sci-Fi|Thriller,2003
5039,7173,alongcamepolly,Comedy|Romance,2004
5040,7177,osama,Drama,2003
5048,7192,onlythestrong,Action,1993
5078,7254,thebutterflyeffect,Drama|Sci-Fi|Thriller,2004
5079,7255,winadatewithtadhamilton!,Comedy|Romance,2004
5080,7256,touchingthevoid,Adventure|Documentary,2003
5083,7260,latterdays,Comedy|Drama|Romance,2003
5084,7263,miracle,Drama,2004
5090,7285,thirteen,Drama,2003
5091,7293,50firstdates,Comedy|Romance,2004
5092,7294,welcometomooseport,Comedy,2004
5103,7315,againsttheropes,Comedy|Drama,2004
5104,7316,confessionsofateenagedramaqueen,Comedy,2004
5105,7317,eurotrip,Adventure|Comedy,2004
5107,7319,clubdread,Comedy|Horror,2004
5109,7323,"goodbye,lenin!",Comedy|Drama,2003
5110,7324,hidalgo,Adventure|Drama,2004
5111,7325,starsky&hutch,Action|Comedy|Crime|Thriller,2004
5118,7347,secretwindow,Mystery|Thriller,2004
5127,7361,eternalsunshineofthespotlessmind,Drama|Romance|Sci-Fi,2004
5129,7366,jerseygirl,Comedy|Drama|Romance,2004
5131,7369,scooby-doo2:monstersunleashed,Action|Adventure|Children|Comedy|Mystery,2004
5134,7373,hellboy,Action|Adventure|Fantasy|Horror,2004
5135,7374,homeontherange,Animation|Children|Comedy|Musical|Western,2004
5137,7376,walkingtall,Action,2004
5138,7379,thealamo,Drama|War|Western,2004
5139,7380,ellaenchanted,Comedy|Fantasy|Romance,2004
5151,7437,connieandcarla,Comedy,2004
5152,7438,killbill:vol.2,Action|Drama|Thriller,2004
5154,7444,13goingon30,Comedy|Fantasy|Romance,2004
5155,7445,manonfire,Action|Crime|Drama|Mystery|Thriller,2004
5156,7448,envy,Comedy,2004
5157,7449,godsend,Drama|Horror|Thriller,2004
5158,7450,lawsofattraction,Comedy|Romance,2004
5159,7451,meangirls,Comedy,2004
5160,7453,newyorkminute,Action|Adventure|Comedy,2004
5163,7458,troy,Action|Adventure|Drama|War,2004
5179,7569,youonlylivetwice,Action|Adventure|Sci-Fi|Thriller,1967
5180,7570,octopussy,Action|Adventure|Thriller,1983
5183,7573,neversayneveragain,Action|Adventure|Thriller,1983
5195,7616,bodydouble,Mystery|Thriller,1984
5201,7636,raisingcain,Horror|Thriller,1992
5219,7748,pierrotlefou,Crime|Drama,1965
5244,7818,schoolforscoundrels,Comedy,1960
5248,7827,cypher,Action|Sci-Fi|Thriller,2002
5254,7836,woodstock,Documentary|Musical,1970
5309,7991,deathrace2000,Action|Sci-Fi,2000
5323,8042,meanstreets,Crime|Drama,1973
5325,8056,harper,Crime|Drama|Mystery,1966
5360,8196,beyondthevalleyofthedolls,Comedy|Horror,1970
5382,8275,college,Comedy,1927
5390,8340,escapefromalcatraz,Drama|Thriller,1979
5392,8360,shrek2,Adventure|Animation|Children|Comedy|Musical|Romance,2004
5394,8362,raisinghelen,Comedy|Drama|Romance,2004
5395,8363,soulplane,Comedy,2004
5397,8366,saved!,Comedy|Drama,2004
5399,8368,harrypotterandtheprisonerofazkaban,Adventure|Fantasy|IMAX,2004
5400,8369,mindhunters,Action|Crime|Horror|Mystery|Thriller,2004
5405,8376,napoleondynamite,Comedy,2004
5407,8387,policeacademy:missiontomoscow,Comedy|Crime,1994
5420,8460,statefair,Musical|Romance,1945
5423,8464,supersizeme,Comedy|Documentary|Drama,2004
5435,8502,showboat,Drama|Musical|Romance,1951
5444,8528,dodgeball:atrueunderdogstory,Comedy,2004
5446,8530,dearfrankie,Drama|Romance,2004
5447,8531,whitechicks,Action|Comedy|Crime,2004
5450,8535,de-lovely,Drama|Musical,2004
5480,8622,fahrenheit9/11,Documentary,2004
5485,8636,spider-man2,Action|Adventure|Sci-Fi|IMAX,2004
5486,8638,beforesunset,Drama|Romance,2004
5488,8641,anchorman:thelegendofronburgundy,Comedy,2004
5489,8642,sleepover,Comedy,2004
5491,8644,"i,robot",Action|Adventure|Sci-Fi|Thriller,2004
5499,8666,catwoman,Action|Crime|Fantasy,2004
5500,8667,ahomeattheendoftheworld,Drama|Romance,2004
5535,8779,bonvoyage,Comedy|Drama,2003
5538,8784,gardenstate,Comedy|Drama|Romance,2004
5544,8798,collateral,Action|Crime|Drama|Thriller,2004
5545,8799,littleblackbook,Comedy|Romance,2004
5546,8800,code46,Romance|Sci-Fi,2003
5549,8810,avp:alienvs.predator,Action|Horror|Sci-Fi|Thriller,2004
5552,8814,withoutapaddle,Comedy,2004
5559,8830,anacondas:thehuntforthebloodorchid,Adventure|Drama|Horror|Sci-Fi|Thriller,2004
5560,8831,suspectzero,Crime|Thriller,2004
5562,8833,vanityfair,Drama|Romance,2004
5563,8835,paparazzi,Drama|Thriller,2004
5564,8836,wickerpark,Drama|Romance|Thriller,2004
5574,8859,superbabies:babygeniuses2,Comedy,2004
5575,8860,cellular,Action|Crime|Drama|Mystery|Thriller,2004
5576,8861,residentevil:apocalypse,Action|Horror|Sci-Fi|Thriller,2004
5577,8864,mr.3000,Comedy|Drama,3000
5578,8865,skycaptainandtheworldoftomorrow,Action|Adventure|Sci-Fi,2004
5579,8866,wimbledon,Comedy|Romance,2004
5584,8874,shaunofthedead,Comedy|Horror,2004
5594,8907,sharktale,Animation|Children|Comedy,2004
5595,8908,ladder49,Action|Drama|Thriller,2004
5596,8910,ihearthuckabees,Comedy,2004
5597,8911,raiseyourvoice,Romance,2004
5598,8914,primer,Drama|Sci-Fi,2004
5600,8916,shallwedance?,Comedy|Romance,2004
5601,8917,teamamerica:worldpolice,Action|Adventure|Animation|Comedy,2004
5602,8918,eulogy,Comedy|Crime|Drama,2004
5614,8938,tarnation,Documentary,2003
5615,8943,beingjulia,Comedy|Drama,2004
5619,8949,sideways,Comedy|Drama|Romance,2004
5620,8950,themachinist,Drama|Mystery|Thriller,2004
5621,8951,veradrake,Drama,2004
5624,8957,saw,Horror|Mystery|Thriller,2004
5625,8958,ray,Drama,2004
5630,8966,kinsey,Drama,2004
5631,8968,afterthesunset,Action|Adventure|Comedy|Crime|Thriller,2004
5632,8969,bridgetjones:theedgeofreason,Comedy|Drama|Romance,2004
5633,8970,findingneverland,Drama,2004
5634,8972,nationaltreasure,Action|Adventure|Drama|Mystery|Thriller,2004
5637,8977,alexander,Action|Adventure|Drama|War,2004
5639,8981,closer,Drama|Romance,2004
5642,8984,ocean'stwelve,Action|Comedy|Crime|Thriller,2004
5643,8985,blade:trinity,Action|Fantasy|Horror|Thriller,2004
5673,25801,shedonehimwrong,Comedy|Romance,1933
5749,26172,pointblank,Action|Crime|Drama|Thriller,1967
5754,26198,"yours,mineandours",Children|Comedy,1968
5787,26386,highanxiety,Comedy|Thriller,1977
5788,26391,"newyork,newyork",Drama|Musical|Romance,1977
5789,26393,sorcerer,Action|Thriller,1977
5809,26492,twilightzone:themovie,Fantasy|Horror|Sci-Fi|Thriller,1983
5816,26528,anneofgreengables,Children|Drama,1985
5854,26737,lightsleeper,Crime|Drama,1992
5856,26750,quigleydownunder,Adventure|Drama|Western,1990
5857,26775,johnnysuede,Comedy|Musical|Romance,1991
5867,26819,fortress,Action|Sci-Fi,1992
5897,27266,2046,Drama|Fantasy|Romance|Sci-Fi,2046
5902,27338,thehole,Drama|Horror|Mystery|Thriller,2001
5924,27674,11:14,Comedy|Crime|Drama|Mystery|Thriller,2003
5954,27808,spanglish,Comedy|Drama|Romance,2004
5957,27816,saintsandsoldiers,Action|Adventure|Drama|War,2003
5959,27822,openwater,Drama|Thriller,2003
5961,27831,layercake,Crime|Drama|Thriller,2004
5963,27837,flightofthephoenix,Action|Adventure,2004
5964,27838,meancreek,Drama|Thriller,2004
5978,27882,ridinggiants,Documentary,2004
5983,30707,milliondollarbaby,Drama,2004
5987,30749,hotelrwanda,Drama|War,2004
5989,30793,charlieandthechocolatefactory,Adventure|Children|Comedy|Fantasy|IMAX,2005
5994,30818,beyondthesea,Drama|Musical,2004
5996,30822,ingoodcompany,Comedy|Drama,2004
5997,30825,meetthefockers,Comedy,2004
6002,30883,fatalbert,Comedy|Fantasy,2004
6004,30894,whitenoise,Drama|Horror|Mystery|Sci-Fi|Thriller,2005
6012,31114,imaginaryheroes,Comedy|Drama,2004
6019,31221,elektra,Action|Adventure|Crime|Drama,2005
6020,31225,coachcarter,Drama,2005
6023,31290,beastmaster2:throughtheportaloftime,Action|Adventure|Fantasy|Sci-Fi,1991
6030,31422,arewethereyet?,Children|Comedy,2005
6031,31427,hideandseek,Horror|Mystery|Thriller,2005
6032,31431,boogeyman,Drama|Horror|Mystery|Thriller,2005
6045,31685,hitch,Comedy|Romance,2005
6046,31689,insidedeepthroat,Documentary,2005
6047,31694,bride&prejudice,Comedy|Musical|Romance,2004
6049,31700,becauseofwinn-dixie,Children|Comedy|Drama,2005
6065,32019,becool,Comedy|Crime|Musical,2005
6068,32029,hostage,Action|Crime|Drama|Thriller,2005
6069,32031,robots,Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi|IMAX,2005
6078,32234,julia,Drama,1977
6080,32289,iceprincess,Children|Comedy|Drama,2005
6082,32296,misscongeniality2:armedandfabulous,Adventure|Comedy|Crime,2005
6083,32298,guesswho,Comedy|Romance,2005
6102,32587,sincity,Action|Crime|Film-Noir|Mystery|Thriller,2005
6129,33158,xxx:stateoftheunion,Action|Crime|Thriller,2005
6130,33162,kingdomofheaven,Action|Drama|Romance|War,2005
6139,33493,starwars:episodeiii-revengeofthesith,Action|Adventure|Sci-Fi,2005
6140,33495,kicking&screaming,Comedy,2005
6141,33499,monster-in-law,Comedy|Romance,2005
6145,33615,madagascar,Adventure|Animation|Children|Comedy,2005
6147,33639,madhotballroom,Children|Documentary,2005
6149,33660,cinderellaman,Drama|Romance,2005
6151,33672,lordsofdogtown,Action|Comedy|Drama,2005
6158,33794,batmanbegins,Action|Crime|IMAX,2005
6159,33817,mysummeroflove,Drama|Romance,2004
6160,33826,saintralph,Comedy|Drama,2004
6162,33834,landofthedead,Action|Horror|Thriller,2005
6164,33838,rize,Documentary,2005
6165,33880,meandyouandeveryoneweknow,Comedy|Drama,2005
6175,34143,darkwater,Drama|Horror|Thriller,2005
6177,34153,murderball,Documentary,2005
6181,34271,hustle&flow,Crime|Drama,2005
6186,34332,skyhigh,Action|Adventure|Children|Comedy,2005
6187,34334,stealth,Action|Adventure|Sci-Fi|Thriller,2005
6188,34336,mustlovedogs,Comedy|Romance,2005
6192,34405,serenity,Action|Adventure|Sci-Fi,2005
6197,34523,thechumscrubber,Comedy|Drama,2005
6199,34530,deucebigalow:europeangigolo,Comedy,2005
6201,34534,fourbrothers,Action|Crime|Drama,2005
6202,34536,thegreatraid,Action|Drama|War,2005
6208,35957,redeye,Horror|Thriller,2005
6212,36397,valiant,Adventure|Animation|Children|Comedy|Fantasy|War,2005
6216,36519,transporter2,Action|Crime|Thriller,2005
6217,36525,justlikeheaven,Comedy|Fantasy|Romance,2005
6219,36529,lordofwar,Action|Crime|Drama|Thriller|War,2005
6228,37380,doom,Action|Horror|Sci-Fi,2005
6229,37382,domino,Crime|Drama|Thriller,2005
6230,37384,waiting...,Comedy,2005
6235,37727,flightplan,Action|Drama|Thriller,2005
6236,37729,corpsebride,Animation|Comedy|Fantasy|Musical|Romance,2005
6241,37741,capote,Crime|Drama,2005
6244,37853,intotheblue,Action|Adventure|Crime|Thriller,2005
6246,37857,mirrormask,Adventure|Children|Drama|Fantasy,2005
6248,38061,kisskissbangbang,Comedy|Crime|Mystery|Thriller,2005
6257,39183,brokebackmountain,Drama|Romance,2005
6258,39231,elizabethtown,Comedy|Drama|Romance,2005
6259,39234,northcountry,Drama,2005
6260,39292,"goodnight,andgoodluck.",Crime|Drama,2005
6261,39307,dreamer:inspiredbyatruestory,Children|Drama,2005
6265,39414,shopgirl,Comedy|Drama|Romance,2005
6267,39419,wherethetruthlies,Drama|Thriller,2005
6272,39446,sawii,Horror|Thriller,2005
6277,39869,manderlay,Drama,2005
6281,40278,jarhead,Action|Drama|War,2005
6282,40339,chickenlittle,Action|Adventure|Animation|Children|Comedy|Sci-Fi,2005
6283,40412,deadman'sshoes,Crime|Thriller,2004
6286,40574,getrichordietryin',Action|Crime|Drama,2005
6288,40583,syriana,Drama|Thriller,2005
6290,40614,derailed,Drama|Thriller,2005
6291,40629,pride&prejudice,Drama|Romance,2005
6294,40815,harrypotterandthegobletoffire,Adventure|Fantasy|Thriller|IMAX,2005
6296,40819,walktheline,Drama|Musical|Romance,2005
6297,40826,rent,Drama|Musical|Romance,2005
6304,41285,matchpoint,Crime|Drama|Romance,2005
6309,41571,memoirsofageisha,Drama|Romance,2005
6317,41997,munich,Action|Crime|Drama|Thriller,2005
6319,42004,transamerica,Adventure|Comedy|Drama,2005
6321,42009,cheaperbythedozen2,Adventure|Comedy,2005
6322,42011,funwithdickandjane,Comedy|Crime,2005
6335,42721,bloodrayne,Action|Fantasy,2005
6336,42723,hostel,Horror,2005
6337,42725,grandma'sboy,Comedy,2006
6339,42730,gloryroad,Drama,2006
6340,42732,lastholiday,Comedy,2006
6341,42734,hoodwinked!,Animation|Children|Comedy,2005
6342,42738,underworld:evolution,Action|Fantasy|Horror,2006
6351,43333,water,Drama|Romance,2005
6356,43419,bandidas,Action|Comedy|Crime|Western,2006
6358,43558,bigmomma'shouse2,Action|Comedy|Crime,2006
6359,43560,nannymcphee,Children|Comedy|Fantasy,2005
6361,43679,finaldestination3,Horror|Mystery|Thriller,2006
6363,43744,imagineme&you,Comedy|Drama|Romance,2005
6367,43869,curiousgeorge,Adventure|Animation|Children|Comedy,2006
6368,43871,firewall,Crime|Drama|Thriller,2006
6371,43908,london,Drama,2005
6373,43917,eightbelow,Action|Adventure|Drama|Romance,2006
6374,43919,datemovie,Comedy|Romance,2006
6376,43928,ultraviolet,Action|Fantasy|Sci-Fi|Thriller,2006
6377,43930,justmyluck,Comedy|Romance,2006
6378,43932,pulse,Action|Drama|Fantasy|Horror|Mystery|Sci-Fi|Thriller,2006
6379,43936,16blocks,Crime|Thriller,2006
6380,44004,failuretolaunch,Comedy|Romance,2006
6383,44191,vforvendetta,Action|Sci-Fi|Thriller|IMAX,2006
6384,44193,she'stheman,Comedy|Romance,2006
6385,44195,thankyouforsmoking,Comedy|Drama,2006
6386,44197,findmeguilty,Comedy|Crime|Drama,2006
6387,44199,insideman,Crime|Drama|Thriller,2006
6388,44204,tsotsi,Crime|Drama,2005
6389,44225,aquamarine,Children|Comedy|Fantasy,2006
6399,44613,takethelead,Drama,2006
6401,44665,luckynumberslevin,Crime|Drama|Mystery,2006
6403,44694,volver,Comedy|Drama,2006
6404,44709,akeelahandthebee,Drama,2006
6406,44731,stayalive,Horror|Sci-Fi|Thriller,2006
6407,44759,basicinstinct2,Crime|Drama|Mystery|Thriller,2006
6410,44828,slither,Comedy|Horror|Sci-Fi,2006
6412,44849,renaissance,Action|Animation|Film-Noir|Sci-Fi|Thriller,2006
6413,44864,friendswithmoney,Comedy|Drama|Romance,2006
6415,44972,scarymovie4,Comedy|Horror,2006
6416,44974,hardcandy,Drama|Thriller,2005
6420,45081,silenthill,Fantasy|Horror|Thriller,2006
6424,45186,mission:impossibleiii,Action|Adventure|Thriller,2006
6426,45210,united93,Crime|Drama,2006
6427,45221,stickit,Comedy,2006
6428,45382,downinthevalley,Drama|Romance,2005
6429,45431,overthehedge,Adventure|Animation|Children|Comedy,2006
6431,45442,poseidon,Action|Adventure|Thriller|IMAX,2006
6433,45499,x-men:thelaststand,Action|Sci-Fi|Thriller,2006
6436,45517,cars,Animation|Children|Comedy,2006
6439,45666,nacholibre,Comedy,2006
6441,45672,click,Adventure|Comedy|Drama|Fantasy|Romance,2006
6444,45722,piratesofthecaribbean:deadman'schest,Action|Adventure|Fantasy,2006
6445,45726,"you,meanddupree",Comedy,2006
6446,45728,clerksii,Comedy,2006
6447,45730,ladyinthewater,Drama|Fantasy|Mystery,2006
6448,45732,mysuperex-girlfriend,Comedy|Fantasy|Romance,2006
6450,45880,marieantoinette,Drama|Romance,2006
6451,45928,whokilledtheelectriccar?,Documentary,2006
6456,46062,highschoolmusical,Children|Comedy|Drama|Musical|Romance,2006
6459,46337,garfield:atailoftwokitties,Animation|Children|Comedy,2006
6461,46530,supermanreturns,Action|Adventure|Sci-Fi|IMAX,2006
6466,46578,littlemisssunshine,Adventure|Comedy|Drama,2006
6468,46723,babel,Drama|Thriller,2006
6470,46850,wordplay,Documentary,2006
6472,46865,littleman,Comedy,2006
6473,46919,endofthespear,Drama,2005
6474,46948,monsterhouse,Animation|Children|Fantasy|Mystery,2006
6475,46965,snakesonaplane,Action|Comedy|Horror|Thriller,2006
6476,46967,scoop,Comedy|Fantasy|Mystery,2006
6477,46970,talladeganights:theballadofrickybobby,Action|Comedy,2006
6478,46972,nightatthemuseum,Action|Comedy|Fantasy|IMAX,2006
6479,46974,worldtradecenter,Drama,2006
6480,46976,strangerthanfiction,Comedy|Drama|Fantasy|Romance,2006
6489,47200,crank,Action|Thriller,2006
6496,47382,stepup,Drama|Romance,2006
6497,47384,zoom,Adventure|Comedy|Drama|Fantasy,2006
6499,47423,halfnelson,Drama,2006
6506,47629,thequeen,Drama,2006
6507,47640,beerfest,Comedy,2006
6512,47815,crossover,Action|Drama,2006
6514,47937,severance,Comedy|Horror|Thriller,2006
6517,47978,sherrybaby,Drama,2006
6518,47997,idiocracy,Adventure|Comedy|Sci-Fi|Thriller,2006
6532,48304,apocalypto,Adventure|Drama|Thriller,2006
6533,48319,flyboys,Action|Adventure|Drama|War,2006
6534,48322,jackassnumbertwo,Comedy|Documentary,2006
6535,48385,borat:culturallearningsofamericaformakebenefitgloriousnationofkazakhstan,Comedy,2006
6537,48414,openseason,Adventure|Animation|Children|Comedy|IMAX,2006
6543,48560,runningwithscissors,Comedy|Drama,2006
6549,48696,littlechildren,Drama|Romance,2006
6550,48698,deliverusfromevil,Documentary,2006
6551,48711,facingthegiants,Action|Drama,2006
6554,48744,shortbus,Comedy|Drama|Romance,2006
6555,48774,childrenofmen,Action|Adventure|Drama|Sci-Fi|Thriller,2006
6557,48783,flagsofourfathers,Drama|War,2006
6558,48791,flicka,Children|Drama,2006
6562,48877,sawiii,Crime|Horror|Thriller,2006
6564,48982,flushedaway,Animation|Comedy,2006
6565,48997,perfume:thestoryofamurderer,Crime|Drama|Thriller,2006
6568,49220,foryourconsideration,Comedy,2006
6572,49274,happyfeet,Adventure|Animation|Children|Comedy|IMAX,2006
6574,49280,bobby,Drama,2006
6578,49314,harshtimes,Action|Crime|Drama,2006
6583,49530,blooddiamond,Action|Adventure|Crime|Drama|Thriller|War,2006
6585,49649,eragon,Action|Adventure|Fantasy,2006
6586,49651,rockybalboa,Action|Drama,2006
6591,49824,dreamgirls,Drama|Musical,2006
6593,49910,freedomwriters,Drama,2007
6597,49961,notesonascandal,Drama,2006
6601,50068,lettersfromiwojima,Drama|War,2006
6603,50160,misspotter,Drama,2006
6607,50259,oldjoy,Drama,2006
6612,50601,bridgetoterabithia,Adventure|Children|Fantasy,2007
6616,50685,waitress,Comedy|Drama|Romance,2007
6621,50794,smokin'aces,Action|Crime|Drama|Thriller,2006
6622,50798,epicmovie,Adventure|Comedy,2007
6623,50802,becauseisaidso,Comedy|Drama|Romance,2007
6624,50804,hannibalrising,Drama|Horror|Thriller,2007
6628,50872,ratatouille,Animation|Children|Drama,2007
6633,51077,ghostrider,Action|Fantasy|Thriller,2007
6635,51084,musicandlyrics,Comedy|Romance,2007
6637,51088,reno911!:miami,Comedy,2007
6638,51091,blacksnakemoan,Drama,2006
6641,51174,factorygirl,Drama,2006
6643,51255,hotfuzz,Action|Comedy|Crime|Mystery,2007
6652,51540,zodiac,Crime|Drama|Thriller,2007
6653,51575,wildhogs,Adventure|Comedy,2007
6654,51662,300,Action|Fantasy|War|IMAX,2007
6659,51834,becomingjane,Drama|Romance,2007
6661,51925,premonition,Drama|Fantasy|Mystery|Thriller,2007
6663,51931,reignoverme,Drama,2007
6664,51935,shooter,Action|Drama|Thriller,2007
6668,52245,bladesofglory,Comedy|Romance,2007
6669,52281,grindhouse,Action|Crime|Horror|Sci-Fi|Thriller,2007
6676,52458,disturbia,Drama|Thriller,2007
